,location,month,year,tvm,pvm,pfvm,tvcm,pvcm,pfvcm,state,date_x
446,Kentucky,5,2022,177.38,79.96,69.35999999999999,1788.7800000000002,911.2099999999999,756.57,KY,20220501
448,Kentucky,6,2022,119.73999999999998,53.47999999999998,46.44999999999999,1908.5200000000002,964.6899999999999,803.02,KY,20220601
450,Kentucky,7,2022,6.71,2.99,2.59,1915.2300000000002,967.68,805.61,KY,20220701
466,Louisiana,1,2021,5.12,4.38,0.6799999999999999,5.12,4.38,0.6799999999999999,LA,20210101
468,Louisiana,2,2021,19.209999999999997,13.09,5.969999999999999,24.33,17.47,6.649999999999999,LA,20210201
470,Louisiana,3,2021,46.54,29.369999999999994,17.23,70.87,46.83999999999999,23.88,LA,20210301
472,Louisiana,4,2021,69.85,40.65,29.990000000000002,140.72,87.48999999999998,53.870000000000005,LA,20210401
474,Louisiana,5,2021,87.42,47.42,40.77,228.14,134.90999999999997,94.64000000000001,LA,20210501
476,Louisiana,6,2021,96.63,51.64000000000001,46.03000000000001,324.77,186.54999999999998,140.67000000000002,LA,20210601
478,Louisiana,7,2021,104.73,55.69999999999999,50.27000000000001,429.5,242.24999999999997,190.94000000000003,LA,20210701
480,Louisiana,8,2021,121.75,67.06,56.040000000000006,551.25,309.30999999999995,246.98000000000002,LA,20210801
481,Louisiana,9,2021,122.61999999999999,66.15,57.00000000000001,673.87,375.4599999999999,303.98,LA,20210901
482,Louisiana,10,2021,136.64,71.24000000000002,62.92000000000001,810.51,446.69999999999993,366.90000000000003,LA,20211001
483,Louisiana,11,2021,125.83999999999997,63.449999999999996,56.080000000000005,936.3499999999999,510.1499999999999,422.98,LA,20211101
484,Louisiana,12,2021,146.69,70.92,62.269999999999996,1083.04,581.0699999999999,485.25,LA,20211201
467,Louisiana,1,2022,151.51000000000002,70.94,61.81999999999999,1234.55,652.01,547.0699999999999,LA,20220101
469,Louisiana,2,2022,150.01000000000008,69.58,60.679999999999986,1384.56,721.59,607.7499999999999,LA,20220201
471,Louisiana,3,2022,189.2999999999999,87.13999999999996,76.25999999999999,1573.86,808.73,684.0099999999999,LA,20220301
473,Louisiana,4,2022,167.19,76.34999999999998,66.92999999999996,1741.05,885.08,750.9399999999998,LA,20220401
475,Louisiana,5,2022,169.59000000000003,76.72000000000001,67.27000000000004,1910.6399999999999,961.8000000000001,818.2099999999998,LA,20220501
477,Louisiana,6,2022,114.50000000000003,51.320000000000014,45.019999999999996,2025.1399999999999,1013.1200000000001,863.2299999999998,LA,20220601
479,Louisiana,7,2022,6.42,2.86,2.51,2031.56,1015.9800000000001,865.7399999999998,LA,20220701
485,Maine,1,2021,1.56,1.23,0.27,1.56,1.23,0.27,ME,20210101
487,Maine,2,2021,6.1499999999999995,4.380000000000001,1.7300000000000006,7.709999999999999,5.610000000000001,2.000000000000001,ME,20210201
489,Maine,3,2021,15.959999999999999,10.7,5.78,23.669999999999998,16.310000000000002,7.780000000000001,ME,20210301
491,Maine,4,2021,27.939999999999998,17.919999999999998,11.84,51.61,34.230000000000004,19.62,ME,20210401
493,Maine,5,2021,40.34,23.819999999999993,19.33,91.95,58.05,38.95,ME,20210501
495,Maine,6,2021,46.65000000000001,26.270000000000003,23.519999999999996,138.60000000000002,84.32,62.47,ME,20210601
497,Maine,7,2021,49.25999999999997,27.190000000000012,25.260000000000012,187.85999999999999,111.51,87.73000000000002,ME,20210701
499,Maine,8,2021,52.76999999999999,29.14,26.939999999999994,240.62999999999997,140.65,114.67000000000002,ME,20210801
500,Maine,9,2021,49.959999999999994,27.469999999999988,25.330000000000013,290.59,168.12,140.00000000000003,ME,20210901
501,Maine,10,2021,54.809999999999995,29.37,27.130000000000003,345.4,197.49,167.13000000000002,ME,20211001
502,Maine,11,2021,52.41000000000001,26.550000000000004,23.99,397.81,224.04000000000002,191.12000000000003,ME,20211101
503,Maine,12,2021,64.15,30.459999999999997,26.980000000000008,461.96000000000004,254.50000000000003,218.10000000000005,ME,20211201
486,Maine,1,2022,67.71,30.61000000000001,26.87999999999999,529.6700000000001,285.11,244.98000000000005,ME,20220101
488,Maine,2,2022,53.56,23.89999999999999,20.930000000000007,583.23,309.01,265.9100000000001,ME,20220201
490,Maine,3,2022,43.58999999999999,19.199999999999996,16.950000000000006,626.82,328.21,282.86000000000007,ME,20220301
492,Maine,4,2022,64.06,27.80000000000001,24.470000000000006,690.8800000000001,356.01,307.3300000000001,ME,20220401
494,Maine,5,2022,77.88,32.95999999999999,28.939999999999998,768.7600000000001,388.96999999999997,336.2700000000001,ME,20220501
496,Maine,6,2022,53.01000000000002,22.150000000000002,19.439999999999998,821.7700000000001,411.11999999999995,355.7100000000001,ME,20220601
498,Maine,7,2022,2.99,1.24,1.08,824.7600000000001,412.35999999999996,356.7900000000001,ME,20220701
523,Maryland,1,2021,5.370000000000001,4.71,0.6299999999999999,5.370000000000001,4.71,0.6299999999999999,MD,20210101
525,Maryland,2,2021,23.68,17.19,6.73,29.05,21.900000000000002,7.36,MD,20210201
527,Maryland,3,2021,63.660000000000004,42.77,23.580000000000002,92.71000000000001,64.67,30.94,MD,20210301
529,Maryland,4,2021,115.74,73.76000000000002,47.28000000000001,208.45,138.43,78.22000000000001,MD,20210401
531,Maryland,5,2021,165.16000000000003,96.21999999999997,75.36,373.61,234.64999999999998,153.58,MD,20210501
533,Maryland,6,2021,195.72000000000003,108.32000000000002,94.72999999999999,569.33,342.97,248.31,MD,20210601
535,Maryland,7,2021,211.59999999999997,114.82,104.49000000000001,780.9300000000001,457.79,352.8,MD,20210701
537,Maryland,8,2021,229.37999999999997,124.72999999999998,112.67,1010.3100000000001,582.52,465.47,MD,20210801
538,Maryland,9,2021,218.39999999999995,117.80000000000001,106.6,1228.71,700.3199999999999,572.07,MD,20210901
539,Maryland,10,2021,205.28,108.44999999999999,98.43,1433.99,808.77,670.5,MD,20211001
540,Maryland,11,2021,206.57000000000008,103.30000000000003,92.77,1640.5600000000002,912.07,763.27,MD,20211101
541,Maryland,12,2021,269.11,128.44000000000003,113.02999999999999,1909.67,1040.51,876.3,MD,20211201
524,Maryland,1,2022,282.95,129.49,112.68,2192.62,1170.0,988.98,MD,20220101
526,Maryland,2,2022,283.90999999999997,127.43999999999998,110.91,2476.5299999999997,1297.44,1099.89,MD,20220201
528,Maryland,3,2022,359.94,159.88999999999996,139.55000000000004,2836.47,1457.33,1239.44,MD,20220301
530,Maryland,4,2022,237.92999999999998,104.15,91.07,3074.3999999999996,1561.48,1330.51,MD,20220401
532,Maryland,5,2022,328.96999999999997,141.5,123.82,3403.3699999999994,1702.98,1454.33,MD,20220501
534,Maryland,6,2022,223.87,94.83999999999996,82.98000000000002,3627.2399999999993,1797.82,1537.31,MD,20220601
536,Maryland,7,2022,12.61,5.31,4.63,3639.8499999999995,1803.1299999999999,1541.94,MD,20220701
542,Massachusetts,1,2021,6.560000000000001,5.550000000000001,0.98,6.560000000000001,5.550000000000001,0.98,MA,20210101
544,Massachusetts,2,2021,30.009999999999998,22.43,7.369999999999999,36.57,27.98,8.35,MA,20210201
546,Massachusetts,3,2021,82.95,55.47,28.220000000000006,119.52000000000001,83.45,36.57000000000001,MA,20210301
548,Massachusetts,4,2021,147.92,95.00999999999999,57.32,267.44,178.45999999999998,93.89000000000001,MA,20210401
550,Massachusetts,5,2021,216.18999999999997,128.03,94.5,483.63,306.49,188.39000000000001,MA,20210501
552,Massachusetts,6,2021,255.16,142.09,120.36000000000001,738.79,448.58000000000004,308.75,MA,20210601
554,Massachusetts,7,2021,270.06,147.96,130.14,1008.8499999999999,596.5400000000001,438.89,MA,20210701
556,Massachusetts,8,2021,288.38000000000005,158.23000000000002,138.65,1297.23,754.7700000000001,577.54,MA,20210801
557,Massachusetts,9,2021,270.03999999999996,147.64000000000001,129.39000000000001,1567.27,902.4100000000001,706.93,MA,20210901
558,Massachusetts,10,2021,293.16999999999996,157.58000000000004,137.62000000000006,1860.44,1059.9900000000002,844.55,MA,20211001
559,Massachusetts,11,2021,274.68,142.5,121.26,2135.12,1202.4900000000002,965.81,MA,20211101
560,Massachusetts,12,2021,332.7,164.23,136.18999999999997,2467.8199999999997,1366.7200000000003,1102.0,MA,20211201
543,Massachusetts,1,2022,352.75,167.04,135.62,2820.5699999999997,1533.7600000000002,1237.62,MA,20220101
545,Massachusetts,2,2022,295.84999999999997,138.42999999999998,111.43999999999997,3116.4199999999996,1672.1900000000003,1349.06,MA,20220201
547,Massachusetts,3,2022,387.8700000000001,180.14,145.03999999999994,3504.29,1852.3300000000004,1494.1,MA,20220301
549,Massachusetts,4,2022,395.09000000000003,181.77999999999997,146.19,3899.38,2034.1100000000004,1640.29,MA,20220401
551,Massachusetts,5,2022,405.43000000000006,183.51,147.48999999999998,4304.81,2217.6200000000003,1787.78,MA,20220501
553,Massachusetts,6,2022,274.99,123.17999999999996,98.96000000000001,4579.8,2340.8,1886.74,MA,20220601
555,Massachusetts,7,2022,15.45,6.89,5.52,4595.25,2347.69,1892.26,MA,20220701
561,Michigan,1,2021,10.52,8.69,1.6599999999999997,10.52,8.69,1.6599999999999997,MI,20210101
563,Michigan,2,2021,43.23,29.769999999999996,13.24,53.75,38.459999999999994,14.9,MI,20210201
565,Michigan,3,2021,102.63,66.58,37.96999999999999,156.38,105.03999999999999,52.86999999999999,MI,20210301
567,Michigan,4,2021,175.60000000000005,109.66,73.59,331.98,214.7,126.46,MI,20210401
569,Michigan,5,2021,239.79999999999998,137.10999999999999,113.33,571.78,351.80999999999995,239.79,MI,20210501
571,Michigan,6,2021,272.66,150.53,134.13000000000002,844.44,502.3399999999999,373.92,MI,20210601
573,Michigan,7,2021,288.65,156.57999999999998,144.03,1133.0900000000001,658.9199999999998,517.95,MI,20210701
575,Michigan,8,2021,309.62,167.91,153.67999999999998,1442.71,826.8299999999998,671.63,MI,20210801
576,Michigan,9,2021,291.38,157.07999999999998,143.95,1734.0900000000001,983.9099999999999,815.5799999999999,MI,20210901
577,Michigan,10,2021,245.59999999999997,126.68,116.54999999999998,1979.69,1110.59,932.1299999999999,MI,20211001
578,Michigan,11,2021,301.95000000000005,148.66,134.9,2281.6400000000003,1259.25,1067.03,MI,20211101
579,Michigan,12,2021,361.91,168.24,150.57999999999996,2643.55,1427.49,1217.61,MI,20211201
562,Michigan,1,2022,375.59,167.57,149.69000000000005,3019.1400000000003,1595.06,1367.3,MI,20220101
564,Michigan,2,2022,343.65000000000003,150.73,134.85000000000002,3362.7900000000004,1745.79,1502.15,MI,20220201
566,Michigan,3,2022,476.7099999999999,205.67999999999998,184.40000000000003,3839.5000000000005,1951.47,1686.5500000000002,MI,20220301
568,Michigan,4,2022,423.1,180.08000000000004,161.63,4262.6,2131.55,1848.1800000000003,MI,20220401
570,Michigan,5,2022,432.6199999999999,180.93000000000006,162.59999999999994,4695.22,2312.4800000000005,2010.7800000000002,MI,20220501
572,Michigan,6,2022,292.6,121.05000000000003,108.82999999999998,4987.820000000001,2433.5300000000007,2119.61,MI,20220601
574,Michigan,7,2022,16.39,6.74,6.06,5004.210000000001,2440.2700000000004,2125.67,MI,20220701
580,Minnesota,1,2021,5.32,4.27,0.9899999999999999,5.32,4.27,0.9899999999999999,MN,20210101
582,Minnesota,2,2021,24.61,17.599999999999998,6.7,29.93,21.869999999999997,7.69,MN,20210201
584,Minnesota,3,2021,63.97000000000003,42.160000000000004,23.15,93.90000000000003,64.03,30.84,MN,20210301
586,Minnesota,4,2021,108.35000000000002,68.01,45.73,202.25000000000006,132.04000000000002,76.57,MN,20210401
588,Minnesota,5,2021,148.15,86.14,69.10999999999999,350.4000000000001,218.18,145.67999999999998,MN,20210501
590,Minnesota,6,2021,169.57000000000002,94.41000000000001,82.9,519.9700000000001,312.59000000000003,228.57999999999998,MN,20210601
592,Minnesota,7,2021,179.45000000000002,97.92000000000002,89.58999999999999,699.4200000000002,410.51000000000005,318.16999999999996,MN,20210701
594,Minnesota,8,2021,193.08000000000004,105.71000000000001,95.72000000000001,892.5000000000002,516.22,413.89,MN,20210801
595,Minnesota,9,2021,182.94000000000003,99.17999999999996,90.37,1075.4400000000003,615.4,504.26,MN,20210901
596,Minnesota,10,2021,201.19999999999996,105.29000000000002,96.63000000000001,1276.6400000000003,720.69,600.89,MN,20211001
597,Minnesota,11,2021,193.37000000000003,94.28999999999999,86.89000000000001,1470.0100000000004,814.98,687.78,MN,20211101
598,Minnesota,12,2021,236.10999999999996,107.1,97.83,1706.1200000000003,922.08,785.61,MN,20211201
581,Minnesota,1,2022,246.28,106.58,97.39999999999998,1952.4000000000003,1028.66,883.01,MN,20220101
583,Minnesota,2,2022,245.04,104.33000000000001,95.4,2197.4400000000005,1132.99,978.41,MN,20220201
585,Minnesota,3,2022,309.0,130.32999999999993,119.81000000000004,2506.4400000000005,1263.32,1098.22,MN,20220301
587,Minnesota,4,2022,274.29999999999995,114.04000000000003,104.99000000000004,2780.7400000000007,1377.36,1203.21,MN,20220401
589,Minnesota,5,2022,281.99,114.53000000000002,105.53999999999996,3062.7300000000005,1491.8899999999999,1308.75,MN,20220501
591,Minnesota,6,2022,191.67999999999995,76.62999999999998,70.64000000000001,3254.4100000000003,1568.5199999999998,1379.39,MN,20220601
593,Minnesota,7,2022,10.78,4.28,3.94,3265.1900000000005,1572.7999999999997,1383.3300000000002,MN,20220701
599,Mississippi,1,2021,2.5300000000000002,2.2899999999999996,0.22999999999999995,2.5300000000000002,2.2899999999999996,0.22999999999999995,MS,20210101
601,Mississippi,2,2021,11.1,8.290000000000001,2.8300000000000005,13.629999999999999,10.58,3.0600000000000005,MS,20210201
603,Mississippi,3,2021,27.990000000000002,18.219999999999995,10.269999999999998,41.620000000000005,28.799999999999997,13.329999999999998,MS,20210301
605,Mississippi,4,2021,42.02000000000001,25.349999999999998,17.800000000000004,83.64000000000001,54.14999999999999,31.130000000000003,MS,20210401
607,Mississippi,5,2021,50.69,29.1,22.98999999999999,134.33,83.25,54.11999999999999,MS,20210501
609,Mississippi,6,2021,55.24,31.369999999999997,25.440000000000005,189.57000000000002,114.62,79.56,MS,20210601
611,Mississippi,7,2021,61.56999999999999,33.66,29.640000000000008,251.14000000000001,148.28,109.20000000000002,MS,20210701
613,Mississippi,8,2021,71.62000000000002,40.12000000000001,33.27,322.76000000000005,188.4,142.47000000000003,MS,20210801
614,Mississippi,9,2021,74.72000000000001,40.69999999999999,34.5,397.4800000000001,229.1,176.97000000000003,MS,20210901
615,Mississippi,10,2021,83.75000000000001,44.21999999999999,38.650000000000006,481.2300000000001,273.32,215.62000000000003,MS,20211001
616,Mississippi,11,2021,77.24000000000002,39.38,34.53,558.4700000000001,312.7,250.15000000000003,MS,20211101
617,Mississippi,12,2021,89.69,44.029999999999994,38.269999999999996,648.1600000000001,356.72999999999996,288.42,MS,20211201
600,Mississippi,1,2022,93.46000000000001,44.23999999999998,38.17000000000001,741.6200000000001,400.9699999999999,326.59000000000003,MS,20220101
602,Mississippi,2,2022,93.08000000000001,43.50999999999999,37.580000000000005,834.7000000000002,444.4799999999999,364.17,MS,20220201
604,Mississippi,3,2022,117.40000000000002,54.45999999999999,47.280000000000015,952.1000000000001,498.9399999999999,411.45000000000005,MS,20220301
606,Mississippi,4,2022,103.48999999999998,47.74000000000002,41.45999999999999,1055.5900000000001,546.68,452.91,MS,20220401
608,Mississippi,5,2022,105.12,48.000000000000014,41.749999999999986,1160.71,594.68,494.66,MS,20220501
610,Mississippi,6,2022,70.89999999999999,32.09,27.910000000000007,1231.6100000000001,626.77,522.57,MS,20220601
612,Mississippi,7,2022,3.97,1.79,1.56,1235.5800000000002,628.56,524.13,MS,20220701
618,Missouri,1,2021,5.02,3.84,1.0599999999999998,5.02,3.84,1.0599999999999998,MO,20210101
620,Missouri,2,2021,20.690000000000005,14.500000000000002,5.64,25.710000000000004,18.340000000000003,6.699999999999999,MO,20210201
622,Missouri,3,2021,59.93,37.94999999999999,20.54,85.64,56.28999999999999,27.24,MO,20210301
624,Missouri,4,2021,100.1,60.010000000000005,40.02,185.74,116.3,67.26,MO,20210401
626,Missouri,5,2021,131.56999999999996,73.57,58.38,317.30999999999995,189.87,125.64000000000001,MO,20210501
628,Missouri,6,2021,146.88000000000005,80.2,67.63000000000002,464.19,270.07,193.27000000000004,MO,20210601
630,Missouri,7,2021,158.29,85.9,73.92999999999999,622.48,355.97,267.20000000000005,MO,20210701
632,Missouri,8,2021,177.26000000000002,96.98000000000002,82.17,799.74,452.95000000000005,349.37000000000006,MO,20210801
633,Missouri,9,2021,171.8,92.64999999999999,80.22000000000001,971.54,545.6,429.5900000000001,MO,20210901
634,Missouri,10,2021,190.08999999999997,99.51999999999997,87.18000000000004,1161.6299999999999,645.12,516.7700000000001,MO,20211001
635,Missouri,11,2021,177.27000000000004,89.24,77.27000000000001,1338.8999999999999,734.36,594.0400000000001,MO,20211101
636,Missouri,12,2021,210.58000000000004,101.43,86.46999999999998,1549.48,835.79,680.5100000000001,MO,20211201
619,Missouri,1,2022,216.47999999999993,101.56999999999998,85.8,1765.96,937.3599999999999,766.3100000000001,MO,20220101
621,Missouri,2,2022,214.43000000000004,99.76000000000003,84.02999999999997,1980.39,1037.12,850.34,MO,20220201
623,Missouri,3,2022,269.99,124.79,105.39999999999998,2250.38,1161.9099999999999,955.74,MO,20220301
625,Missouri,4,2022,238.76999999999995,109.33999999999999,92.47000000000004,2489.15,1271.2499999999998,1048.21,MO,20220401
627,Missouri,5,2022,243.34000000000006,109.88999999999994,93.13,2732.4900000000002,1381.1399999999996,1141.3400000000001,MO,20220501
629,Missouri,6,2022,164.54000000000002,73.56000000000002,62.40999999999999,2897.03,1454.6999999999996,1203.7500000000002,MO,20220601
631,Missouri,7,2022,9.24,4.11,3.48,2906.27,1458.8099999999995,1207.2300000000002,MO,20220701
637,Montana,1,2021,1.2,0.9500000000000002,0.20999999999999994,1.2,0.9500000000000002,0.20999999999999994,MT,20210101
639,Montana,2,2021,4.95,3.5299999999999994,1.4200000000000006,6.15,4.4799999999999995,1.6300000000000006,MT,20210201
641,Montana,3,2021,12.390000000000002,7.9300000000000015,4.6000000000000005,18.540000000000003,12.41,6.230000000000001,MT,20210301
643,Montana,4,2021,19.689999999999998,11.829999999999998,8.37,38.230000000000004,24.24,14.600000000000001,MT,20210401
645,Montana,5,2021,24.57000000000001,13.790000000000008,11.46,62.80000000000001,38.03000000000001,26.060000000000002,MT,20210501
647,Montana,6,2021,27.170000000000012,14.929999999999998,13.039999999999994,89.97000000000003,52.96000000000001,39.099999999999994,MT,20210601
649,Montana,7,2021,28.709999999999997,15.53999999999999,14.010000000000007,118.68000000000002,68.5,53.11,MT,20210701
651,Montana,8,2021,30.88000000000001,16.870000000000008,14.960000000000006,149.56000000000003,85.37,68.07000000000001,MT,20210801
652,Montana,9,2021,29.65,16.060000000000002,14.189999999999996,179.21000000000004,101.43,82.26,MT,20210901
653,Montana,10,2021,33.04,17.329999999999995,15.329999999999991,212.25000000000003,118.76,97.59,MT,20211001
654,Montana,11,2021,31.490000000000002,15.550000000000006,13.660000000000007,243.74000000000004,134.31,111.25000000000001,MT,20211101
655,Montana,12,2021,37.529999999999994,17.610000000000003,15.320000000000006,281.27000000000004,151.92000000000002,126.57000000000002,MT,20211201
638,Montana,1,2022,38.459999999999994,17.529999999999998,15.209999999999999,319.73,169.45000000000002,141.78000000000003,MT,20220101
640,Montana,2,2022,38.010000000000005,17.149999999999995,14.849999999999996,357.74,186.60000000000002,156.63000000000002,MT,20220201
642,Montana,3,2022,47.87999999999997,21.39,18.6,405.62,207.99,175.23000000000002,MT,20220301
644,Montana,4,2022,42.319999999999986,18.759999999999987,16.289999999999992,447.94,226.75,191.52,MT,20220401
646,Montana,5,2022,43.21,18.89999999999999,16.469999999999995,491.15,245.64999999999998,207.99,MT,20220501
648,Montana,6,2022,27.62,11.899999999999997,10.37,518.77,257.54999999999995,218.36,MT,20220601
650,Montana,7,2022,1.64,0.7,0.61,520.41,258.24999999999994,218.97000000000003,MT,20220701
656,Nebraska,1,2021,2.08,1.6999999999999997,0.3399999999999999,2.08,1.6999999999999997,0.3399999999999999,NE,20210101
658,Nebraska,2,2021,7.73,5.32,2.370000000000001,9.81,7.02,2.710000000000001,NE,20210201
660,Nebraska,3,2021,21.73,14.0,7.999999999999999,31.54,21.02,10.71,NE,20210301
662,Nebraska,4,2021,36.32,22.319999999999993,15.080000000000004,67.86,43.33999999999999,25.790000000000006,NE,20210401
664,Nebraska,5,2021,47.43999999999998,26.540000000000003,22.439999999999998,115.29999999999998,69.88,48.230000000000004,NE,20210501
666,Nebraska,6,2021,53.32,28.989999999999995,25.970000000000002,168.61999999999998,98.86999999999999,74.2,NE,20210601
668,Nebraska,7,2021,55.08999999999998,29.519999999999996,27.259999999999994,223.70999999999995,128.39,101.46,NE,20210701
670,Nebraska,8,2021,62.03,33.480000000000004,30.359999999999996,285.73999999999995,161.87,131.82,NE,20210801
671,Nebraska,9,2021,59.400000000000006,31.739999999999995,28.999999999999993,345.14,193.61,160.82,NE,20210901
672,Nebraska,10,2021,65.37,33.77000000000001,31.139999999999986,410.51,227.38000000000002,191.95999999999998,NE,20211001
673,Nebraska,11,2021,61.38000000000001,30.119999999999994,27.470000000000002,471.89,257.5,219.42999999999998,NE,20211101
674,Nebraska,12,2021,73.86,34.09,30.729999999999993,545.75,291.59000000000003,250.15999999999997,NE,20211201
657,Nebraska,1,2022,76.75999999999999,34.06,30.590000000000007,622.51,325.65000000000003,280.75,NE,20220101
659,Nebraska,2,2022,76.24999999999999,33.39000000000001,30.029999999999998,698.76,359.04,310.78,NE,20220201
661,Nebraska,3,2022,96.14,41.71000000000002,37.64999999999999,794.9,400.75000000000006,348.42999999999995,NE,20220301
663,Nebraska,4,2022,85.47,36.599999999999994,33.09,880.37,437.35,381.52,NE,20220401
665,Nebraska,5,2022,87.12999999999998,36.71999999999999,33.21000000000001,967.5,474.07,414.73,NE,20220501
667,Nebraska,6,2022,58.92,24.600000000000012,22.259999999999994,1026.42,498.67,436.99,NE,20220601
669,Nebraska,7,2022,3.31,1.37,1.24,1029.73,500.04,438.23,NE,20220701
675,Nevada,1,2021,2.38,2.01,0.33999999999999997,2.38,2.01,0.33999999999999997,NV,20210101
677,Nevada,2,2021,12.139999999999999,8.95,3.0900000000000003,14.52,10.959999999999999,3.43,NV,20210201
679,Nevada,3,2021,31.74,20.14,11.220000000000002,46.26,31.1,14.650000000000002,NV,20210301
681,Nevada,4,2021,52.15,31.98,20.72,98.41,63.08,35.370000000000005,NV,20210401
683,Nevada,5,2021,69.05999999999999,39.29,30.58,167.46999999999997,102.37,65.95,NV,20210501
685,Nevada,6,2021,79.18,43.94,36.419999999999995,246.64999999999998,146.31,102.37,NV,20210601
687,Nevada,7,2021,86.19,47.7,39.97,332.84,194.01,142.34,NV,20210701
689,Nevada,8,2021,95.68,53.49,43.95000000000001,428.52,247.5,186.29000000000002,NV,20210801
690,Nevada,9,2021,92.71,51.359999999999985,42.70000000000001,521.23,298.86,228.99000000000004,NV,20210901
691,Nevada,10,2021,102.12,55.480000000000004,46.39000000000001,623.35,354.34000000000003,275.38000000000005,NV,20211001
692,Nevada,11,2021,94.90999999999998,49.9,41.38,718.26,404.24,316.76000000000005,NV,20211101
693,Nevada,12,2021,111.82999999999998,56.519999999999996,46.19999999999999,830.0899999999999,460.76,362.96000000000004,NV,20211201
676,Nevada,1,2022,116.71000000000001,57.34,46.139999999999986,946.8,518.1,409.1,NV,20220101
678,Nevada,2,2022,116.35999999999997,56.63000000000002,45.54000000000001,1063.1599999999999,574.73,454.64000000000004,NV,20220201
680,Nevada,3,2022,147.48999999999995,71.00999999999996,57.29000000000003,1210.6499999999999,645.74,511.93000000000006,NV,20220301
682,Nevada,4,2022,130.76999999999998,62.300000000000026,50.339999999999975,1341.4199999999998,708.0400000000001,562.27,NV,20220401
684,Nevada,5,2022,133.26999999999998,62.75999999999998,50.70000000000002,1474.6899999999998,770.8000000000001,612.97,NV,20220501
686,Nevada,6,2022,90.05000000000001,42.06000000000001,34.010000000000005,1564.7399999999998,812.8600000000001,646.98,NV,20220601
688,Nevada,7,2022,5.04,2.35,1.89,1569.7799999999997,815.2100000000002,648.87,NV,20220701
694,New Hampshire,1,2021,1.5,1.18,0.23,1.5,1.18,0.23,NH,20210101
696,New Hampshire,2,2021,5.799999999999999,4.140000000000001,1.730000000000001,7.299999999999999,5.32,1.960000000000001,NH,20210201
698,New Hampshire,3,2021,14.64,10.45,5.030000000000002,21.939999999999998,15.77,6.990000000000003,NH,20210301
700,New Hampshire,4,2021,13.06,9.36,4.48,35.0,25.13,11.470000000000002,NH,20210401
702,New Hampshire,5,2021,13.609999999999996,8.740000000000002,5.8100000000000005,48.61,33.870000000000005,17.28,NH,20210501
704,New Hampshire,6,2021,44.15999999999998,24.97,21.730000000000008,92.76999999999998,58.84,39.010000000000005,NH,20210601
706,New Hampshire,7,2021,47.040000000000006,25.99,23.439999999999987,139.81,84.83,62.44999999999999,NH,20210701
708,New Hampshire,8,2021,45.85,25.12,22.469999999999995,185.66,109.95,84.91999999999999,NH,20210801
709,New Hampshire,9,2021,48.22,26.070000000000004,23.139999999999993,233.88,136.02,108.05999999999997,NH,20210901
710,New Hampshire,10,2021,53.510000000000005,28.720000000000006,24.560000000000013,287.39,164.74,132.61999999999998,NH,20211001
711,New Hampshire,11,2021,46.22,25.289999999999992,19.889999999999997,333.61,190.03,152.50999999999996,NH,20211101
712,New Hampshire,12,2021,0.0,0.0,0.0,333.61,190.03,152.50999999999996,NH,20211201
695,New Hampshire,1,2022,0.0,0.0,0.0,333.61,190.03,152.50999999999996,NH,20220101
697,New Hampshire,2,2022,0.0,0.0,0.0,333.61,190.03,152.50999999999996,NH,20220201
699,New Hampshire,3,2022,4.6,2.36,1.82,338.21000000000004,192.39000000000001,154.32999999999996,NH,20220301
701,New Hampshire,4,2022,32.419999999999995,15.439999999999996,12.299999999999997,370.63000000000005,207.83,166.62999999999994,NH,20220401
703,New Hampshire,5,2022,69.60000000000001,32.52,25.960000000000004,440.2300000000001,240.35000000000002,192.58999999999995,NH,20220501
705,New Hampshire,6,2022,47.33,21.800000000000004,17.46,487.56000000000006,262.15000000000003,210.04999999999995,NH,20220601
707,New Hampshire,7,2022,2.67,1.22,0.97,490.2300000000001,263.37000000000006,211.01999999999995,NH,20220701
713,New Jersey,1,2021,8.260000000000002,7.180000000000001,1.04,8.260000000000002,7.180000000000001,1.04,NJ,20210101
715,New Jersey,2,2021,37.34,27.380000000000003,10.25,45.60000000000001,34.56,11.29,NJ,20210201
717,New Jersey,3,2021,99.38,68.42999999999999,35.65999999999999,144.98000000000002,102.99,46.94999999999999,NJ,20210301
719,New Jersey,4,2021,179.30000000000004,116.54,74.58,324.2800000000001,219.53,121.52999999999999,NJ,20210401
721,New Jersey,5,2021,248.49000000000004,149.2,115.61000000000001,572.7700000000001,368.73,237.14,NJ,20210501
723,New Jersey,6,2021,151.44,87.69000000000001,73.52000000000001,724.21,456.42,310.65999999999997,NJ,20210601
725,New Jersey,7,2021,303.46999999999997,171.56000000000003,151.55999999999997,1027.68,627.98,462.2199999999999,NJ,20210701
727,New Jersey,8,2021,331.18999999999994,187.38,164.76999999999998,1358.87,815.36,626.9899999999999,NJ,20210801
728,New Jersey,9,2021,293.78000000000003,164.91,145.64999999999998,1652.6499999999999,980.27,772.6399999999999,NJ,20210901
729,New Jersey,10,2021,345.7200000000001,190.15,168.65999999999997,1998.37,1170.42,941.2999999999998,NJ,20211001
730,New Jersey,11,2021,321.90999999999997,170.78999999999996,148.92,2320.2799999999997,1341.21,1090.2199999999998,NJ,20211101
731,New Jersey,12,2021,384.84999999999997,195.29999999999998,166.29,2705.1299999999997,1536.51,1256.5099999999998,NJ,20211201
